Level	Rule Name	Subject	Property	Value
INFO	lowercase_definition	visceromotor reflex	IAO:0000115	"\""An increase in tonus (normal tension) of the tissues of the abdominal muscles resulting from painful stimuli originating in a viscus.\"" [:http\://www.wordinfo.info/words/index/inf]"
INFO	lowercase_definition	muscular defense	IAO:0000115	"\""A reflex of the abdominal muscles to contract upon mechanical force to the abdomen, and serves as protection.\"" [wikipedia:Muscular_defense]"
INFO	lowercase_definition	scratch reflex	IAO:0000115	"\""A response to activation of sensory neurons whose peripheral terminals are located on the surface of the body.\"" [wikipedia:Scratch_reflex]"
INFO	lowercase_definition	crossed extensor reflex	IAO:0000115	"\""A reflex where the flexors in the withdrawing limb contract and the extensors relax, while in the other limb, the opposite occurs.\"" [wikipedia:Crossed_extensor_reflex]"
INFO	lowercase_definition	acoustic reflex	IAO:0000115	"\""An involuntary muscle contraction that occurs in the middle ear of mammals in response to high-intensity sound stimuli.\"" [wikipedia:Acoustic_reflex]"
INFO	lowercase_definition	arthrokinetic reflex	IAO:0000115	"\""A reflex in which joint movement can reflexively cause muscle activation or inhibition.\"" [wikpedia:Arthrokinetic_reflex]"
INFO	lowercase_definition	cough reflex	IAO:0000115	"\""A reflex by which the body rids the lower respiratory tract of any irritant that enters through the air and less frequently any fluids (drinks) and solids (food) that may spill into the respiratory tract.\"" [XX:http\://www.healthhype.com/cough-reflex-physiology-process-ear-cough-reflexes.html]"
INFO	lowercase_definition	snout reflex	IAO:0000115	"\""A pouting or pursing of the lips that is elicited by light tapping of the closed lips near the midline.\"" [wikipedia:Snout_reflex]"
INFO	lowercase_definition	glabellar reflex	IAO:0000115	"\""A reflex elicited by repetitive tapping on the forehead which result in blinking to the first several taps.\"" [wikipedia:Glabellar_reflex]"
INFO	lowercase_definition	Golgi tendon reflex	IAO:0000115	"\""A skeletal muscle contraction causes the muscle to simultaneously lengthen and relax.\"" [wikipedia:Golgi_tendon_reflex]"
INFO	lowercase_definition	vagovagal reflex	IAO:0000115	"\""A contraction of muscles in the gastrointestinal tract in response to distension of the tract following consumption of food and drink.\"" [wikipedia:Vagus_reflex]"
INFO	lowercase_definition	social grooming	IAO:0000115	"\""Behavior related to the activity in which individuals in a group clean or maintain one another's body or appearance.\"" [wikipedia:Social_grooming]"
INFO	lowercase_definition	personal grooming	IAO:0000115	"\""Behavior related to the promotion of personal hygiene.\"" [wikipedia:Social_grooming]"
INFO	lowercase_definition	size constancy behavior	IAO:0000115	"\""The perception of familiar objects as approximately the same size regardless of their distance from the observer.\"" [Jrank:http\://science.jrank.org/pages/5094/Perception.html]"
INFO	lowercase_definition	colour constancy behavior	IAO:0000115	"\""The perception of a color as constant under changing conditions of illumination.\"" [wikipedia:Color_constancy]"
INFO	lowercase_definition	perception of motion behavior	IAO:0000115	"\""Perception relating to the process of inferring the speed and direction of elements in a scene based on visual, vestibular and proprioceptive inputs.\"" [wikipedia:Motion_perception]"
INFO	lowercase_definition	form perception behavior	IAO:0000115	"\""Perception related to the identification of objects and their distinction from each other.\"" [:http\://science.jrank.org/pages/5094/Perception.html]"
INFO	lowercase_definition	depth perception behavior	IAO:0000115	"\""Behavior involving an active reception and coordination of information relating to depth received through the sensory systems in order to perceive the three-dimensionality of the world and objects within it.\"" [:erceiving the three-dimensionality of the world and objects  Read more\: Perception - Perceptual Systems\, Historical Background\, Innate And Learned - Classical perceptual phenomena\, Broad theoretical approaches\, Current research/future developments http\://science.jrank.org/pages/5094/Perception.html#ixzz1It3oOobp]"
INFO	lowercase_definition	perceptual illusion behavior	IAO:0000115	"\""Misperception of stimuli, where what is perceived does not correspond to the actual dimensions or qualities of the physical stimulus.\"" [jrank:http\://science.jrank.org/pages/5094/Perception.html]"
INFO	lowercase_definition	stress related behavior	IAO:0000115	"\""Behavior related to how the body reacts to a stressor ( a stimulus that causes stress), real or imagined.\"" [wikipedia:Stress_(biological)]"
INFO	lowercase_definition	behavioral alarm	IAO:0000115	"\""Behavior related to the identification or realization of a threat or a stressor.\"" [wikipedia:Stress_(biological)]"
INFO	lowercase_definition	periodic limb movement disorder	IAO:0000115	"\""A dyssomnia where the patient moves limbs involuntarily during sleep, and has symptoms or problems related to the movement.\"" [wikipedia:Periodic_limb_movement_disorder]"
INFO	lowercase_definition	restless legs syndrome	IAO:0000115	"\""A dyssomnia characterized by an irresistible urge to move one's body to stop uncomfortable or odd sensations.\"" [wikipedia:Restless_legs_syndrome]"
INFO	lowercase_definition	sleep apnea	IAO:0000115	"\""A sleep breathing disorder characterized by abnormal pauses in breathing or instances of abnormally low breathing, during sleep.\"" [wikipedia:Sleep_apnea]"
INFO	lowercase_definition	sleep state misperception	IAO:0000115	"\""A dyssomnia characterized by a mistakenly perception of one's sleep as wakefulness.\"" [wikipedia:Sleep_state_misperception]"
INFO	lowercase_definition	circadian rhythm sleep disorder	IAO:0000115	"\""A pathological circadian behavior primarily related to the timing of sleep.\"" [wikipedia:Circadian_rhythm_sleep_disorder]"
INFO	lowercase_definition	extrinsic circadian rhythm sleep disorder	IAO:0000115	"\""An extrinsic circadian rhythm sleep disorder characterized by insomnia and excessive sleepiness affecting people whose work hours are scheduled during the typical sleep period.\"" [wikipedia:Shift_work_sleep_disorder]"
INFO	lowercase_definition	jet lag	IAO:0000115	"\""An extrinsic circadian rhythm sleep disorder resulting from rapid long distance transmeridian (east west or west east) travel.\"" [wikipedia:Jet_lag]"
INFO	lowercase_definition	advanced sleep phase syndrome	IAO:0000115	"\""A circadian rhythm sleep disorder characterized by difficulty staying awake in the evening and staying asleep in the morning.\"" [wikipedia:Advanced_sleep_phase_syndrome]"
INFO	lowercase_definition	non-24-hour sleep-wake syndrome	IAO:0000115	"\""A circadian rhythm sleep disorder which the affected individual's sleep occurs later and later each day, with the period of peak alertness also continuously moving around the clock from day to day.\"" [wikipedia:Circadian_rhythm_sleep_disorder]"
INFO	lowercase_definition	irregular sleep-wake rhythm	IAO:0000115	"\""A circadian rhythm sleep disorder characterized by numerous naps throughout the 24-hour period, no main night time sleep episode and irregularity from day to day.\"" [wikipedia:Irregular_sleep-wake_rhythm]"
INFO	lowercase_definition	upper airway resistance syndrome	IAO:0000115	"\""A sleep breathing disorder characterized by airway resistance to breathing during sleep.\"" [wikipedia:Upper_airway_resistance_syndrome]"
INFO	lowercase_definition	REM sleep behavior disorder	IAO:0000115	"\""A REM parasomnia characterised by the lack of muscle atonia during sleep.\"" [wikipedia:REM_Sleep_Behavior_Disorder]"
INFO	lowercase_definition	recurrent isolated sleep paralysis	IAO:0000115	"\""An isolted sleep paralysis that is characterized by frequent episodes or a complex of sequential episodes whose total duration may exceed one hour, and particularly by the range and sense of perceived reality of the subjective phenomena experienced during episodes.\"" [web:http\://www.theconsciousdreamer.org/SSE.HTM]"
INFO	lowercase_definition	isolated sleep paralysis	IAO:0000115	"\""A sleep paralaysis characterised by the absence of narcolepsy.\"" [wikipedia:Sleep_paralysis]"
INFO	lowercase_definition	sleep paralysis	IAO:0000115	"\""A REM parasomnia characterised by periods of inability to perform voluntary movements either when going to sleep or when waking up.\"" [wikipedia:Sleep_paralysis]"
INFO	lowercase_definition	hypnagogic sleep paralysis	IAO:0000115	"\""A sleep paralysis which upon falling asleep the person remains aware while the body shuts down for REM sleep.\"" [wikipedia:Sleep_paralysis]"
INFO	lowercase_definition	hypnopompic sleep paralysis	IAO:0000115	"\""A sleep paralysis which upon awakening, the person becomes aware before the REM cycle is complete,.\"" [wikipedia:Sleep_paralysis]"
INFO	lowercase_definition	atypical depression	IAO:0000115	"\""A major depressive disorder characterized by mood reactivity (paradoxical anhedonia) and positivity, significant weight gain or increased appetite (\\""comfort eating\\""), excessive sleep or somnolence (hypersomnia), a sensation of heaviness in limbs known as leaden paralysis, and significant social impairment as a consequence of hypersensitivity to perceived interpersonal rejection.\"" [wikipedia:Atypical_depression]"
INFO	lowercase_definition	melancholic depression	IAO:0000115	"\""A major depressive disorder characterized by a loss of pleasure (anhedonia) in most or all activities, a failure of reactivity to pleasurable stimuli, a quality of depressed mood more pronounced than that of grief or loss, a worsening of symptoms in the morning hours, early morning waking, psychomotor retardation, excessive weight loss (not to be confused with anorexia nervosa), or excessive guilt.\"" [wikipedia:Melancholic_depression]"
INFO	lowercase_definition	psychotic major depression	IAO:0000115	"\""A major depressive disorder characterized by a major depressive episode, particularly of melancholic nature, where the patient experiences psychotic symptoms such as delusions or, less commonly, hallucinations.\"" [wikipedia:Psychotic_major_depression]"
INFO	lowercase_definition	postpartum depression	IAO:0000115	"\""A major depressive disorder characterized by a intense, sustained and sometimes disabling depression experienced by women after giving birth.\"" [wikipedia:Postpartum_depression]"
INFO	lowercase_definition	seasonal affective disorder	IAO:0000115	"\""A major depressive disorder usually characterized seasonal pattern with depressive episodes coming on in the winter or summer, spring or autumn, repeatedly, year after year.\"" [wikipedia:Seasonal_affective_disorder]"
INFO	lowercase_definition	recurrent brief depression	IAO:0000115	"\""A depressive disorder characterized by intermittent depressive episodes, in women not related to menstrual cycles, occurring at least once a month over at least one year or more fulfilling the diagnostic criteria for major depressive episodes except for duration which in RBD is less than 14 days, typically 2 to 4 days.\"" [wikipedia:Recurrent_brief_depression]"
INFO	lowercase_definition	minor depressive disorder	IAO:0000115	"\""A depressive disorder that does not meet full criteria for Major depressive disorder but in which at least two depressive symptoms are present for two weeks.\"" [wikipedia:Minor_Depressive_Disorder]"
INFO	lowercase_definition	bipolar I	IAO:0000115	"\""A type of bipolar disorder distinguished by the presence or history of one or more manic episodes or mixed episodes with or without major depressive episodes.\"" [wikipedia:Bipolar_I]"
INFO	lowercase_definition	bipolar II	IAO:0000115	"\""A bipolar disorder characterised by recurrent intermittent hypomanic and depressive episodes.\"" [wikipedia:Mood_disorder]"
INFO	lowercase_definition	bipolar disorder not otherwise specified	IAO:0000115	"\""A bipolar disorder characterised by symptoms in the bipolar spectrum (e.g. manic and depressive symptoms) but does not fully qualify for any of the three types of bipolar disorder.\"" [wikipedia:Bipolar_Disorder_Not_Otherwise_Specified]"
INFO	lowercase_definition	post-traumatic stress	IAO:0000115	"\""A pathological anxiety which results from a traumatic experience.\"" [wikipedia:Post-traumatic_stress_disorder]"
INFO	lowercase_definition	separation anxiety	IAO:0000115	"\""A pathological anxiety characterized by feeling of excessive and inappropriate levels of anxiety over being separated from a person or place.\"" [wikipedia:Separation_anxiety_disorder]"
INFO	lowercase_definition	circadian regulation of systemic arterial blood pressure	IAO:0000115	"\""Any process in which an organism modulates its blood pressure at different values with a regularity of approximately 24 hours.\"" [GO:GO\:0003052]"
INFO	lowercase_definition	recognition memory	IAO:0000115	"\""Ability to correctly remember something that has been encountered before.\"" [wikipedia:Recognition_memory]"
INFO	lowercase_definition	visual object recognition	IAO:0000115	"\""Ability to perceive the physical properties of an object (such as shape, colour and texture) and apply semantic attributes to the object, which includes the understanding of its use, previous experience with the object and how it relates to others.\"" [wikipedia:Cognitive_Neuroscience_of_Visual_Object_Recognition]"
INFO	lowercase_definition	spatial memory	IAO:0000115	"\""A type of memory responsible for recording information about one's environment and its spatial orientation.\"" [wikipedia:Spatial_memory]"
INFO	lowercase_definition	short term spatial memory	IAO:0000115	"\""A type of memory that allows one to temporarily store and manage information about one's environment and its spatial orientation.\"" [wikipedia:Spatial_memory]"
INFO	lowercase_definition	senility	IAO:0000115	"\""A degenerative state of the brain resulting in impairment of memory, judgment, attention span, problem solving skills, the inability to perform previously learned skills that cannot be attributed to deficits of motor or sensory function, and a global loss of cognitive abilities.\"" [MeSH:National Library of Medicine_Medical Subject Headings]"
INFO	lowercase_definition	optokinetic reflex	IAO:0000115	"\""A reflex allows the eye to follow objects in motion when the head remains stationary.\"" [wikipedia:Optokinetic_reflex]"
INFO	lowercase_definition	pilomotor reflex	IAO:0000115	"\""A reflex that elucidates goose bumps (bumps on a person's skin at the base of body hairs) which may involuntarily develop when a person is cold or experiences strong emotions such as fear, awe, admiration or sexual arousal\"" [wikipedia:Goose_bumps]"
INFO	lowercase_definition	tonic neck reflex	IAO:0000115	"\""A reflex that elucidates an automatic positioning of the limbs in response to a movement of the head on trunk (neck).\"" [web:http\://www.dizziness-and-balance.com/anatomy/vspine.htm]"
INFO	lowercase_definition	vibrissae reflex	IAO:0000115	"\""Change position in response to stimulation of the whiskers.\"" [JAX:<new dbxref>]"
INFO	lowercase_definition	titubation	IAO:0000115	"\""Posture distinguished by a faltering gait while walking and/or a swaying motion of the trunk or head while resting.\"" [JAX:<new dbxref>]"
INFO	lowercase_definition	psychomotor agitation behavior	IAO:0000115	"\""Agitation characterised by a series of unintentional and purposeless motions that stem from mental tension and anxiety of an individual.\"" [wikipedia:Psychomotor_agitation]"
INFO	lowercase_definition	apathy	IAO:0000115	"\""Exhibiting indifference, or suppression of emotions such as concern, excitement, motivation and passion.\"" [wikipedia:Indifference_(emotion)]"
INFO	lowercase_definition	social inhibition	IAO:0000115	"\""A social behavior characterised by conscious or unconscious constraint of a behavior that might be considered objectionable in a social setting.\"" [wikipedia:Social_inhibition]"
INFO	lowercase_definition	sexual inhibition	IAO:0000115	"\""A social behavior characterised by conscious or unconscious constraint or curtailment of behavior relating to specific sexual matters or practices.\"" [wikipedia:Sexual_inhibition]"
INFO	lowercase_definition	auditory hallucination	IAO:0000115	"\""A form of hallucination that involves perceiving sounds without auditory stimulus.\"" [wikipedia:Auditory_hallucination]"
INFO	lowercase_definition	nonverbal communication behavior	IAO:0000115	"\""Communication behavior related to the process of conveying meaning in the form of non-word messages through for example gesture, body language or posture; facial expression and eye contact etc.\"" [wikipedia:.wikipedia.org/wiki/Nonverbal_communication]"
INFO	lowercase_definition	visual communication behavior	IAO:0000115	"\""Communication behavior related to the conveyance of ideas and information through creation of visual representations.\"" [wikipedia:Visual_communication]"
INFO	lowercase_definition	oral communication behavior	IAO:0000115	"\""Communication behavior related to the process of conveying meaning in the form of word messages.\"" [wikipedia:Oral_communication#Oral_communication]"
INFO	lowercase_definition	eye contact	IAO:0000115	"\""A nonverbal communication behavior that is characterised by the meeting the eyes between two individuals.\"" [wikipedia:Eye_contact]"
INFO	lowercase_definition	selective mutism	IAO:0000115	"\""A communication disorder in which a person, most often a child, who is normally capable of speech is unable to speak in given situations, or to specific people.\"" [wikipedia:Selective_mutism]"
INFO	lowercase_definition	sexual play	IAO:0000115	"\""Behavior associated with interactions which resemble sexual behavior but do not lead to copulation.\"" [web:http\://www.bio.davidson.edu/people/vecase/behavior/Spring2009/Sacco/Pages/Sex%20Play.html]"
INFO	lowercase_definition	play fight	IAO:0000115	"\""Play behavior associated to fighting simulation, although fighting is much slower and gentler with no intention of actual hurt.\"" [web:http\://www.bio.davidson.edu/people/vecase/behavior/Spring2009/Sacco/Pages/Play%20Fighting.html]"
INFO	lowercase_definition	imitative play	IAO:0000115	"\""Play behavior related to the copying the actions of another.\"" [web:http\://www.bio.davidson.edu/people/vecase/behavior/Spring2009/Sacco/Pages/Imitative%20Play.html]"
INFO	lowercase_definition	mobbing calling	IAO:0000115	"\""Behavior associated with signals made by the mobbing species while harassing a predator.\"" [wikipedia:Mobbing_(animal_behavior)]"
INFO	lowercase_definition	avoidance behavior	IAO:0000115	"\""Behavior related to the activity seen in animals exposed to adverse stimuli, in which the tendency to act defensively is stronger than the tendency to attack.\"" [web:http\://www.britannica.com/EBchecked/topic/45916/avoidance-behavior]"
INFO	lowercase_definition	partial seizure	IAO:0000115	"\""A seizure which affect only a part of the brain at onset.\"" [wikipedia:http\://en.wikipedia.org/wiki/Focal_seizures]"
INFO	lowercase_definition	simple partial seizure	IAO:0000115	"\""A partial seizure which affect only a small region of the brain, often the temporal lobes and/or hippocampi whilst consciousness is unaffected.\"" [wikipedia:http\://en.wikipedia.org/wiki/Simple_partial_seizure]"
INFO	lowercase_definition	complex partial seizure	IAO:0000115	"\""A seizure that is associated with bilateral cerebral hemisphere involvement and causes impairment of awareness or responsiveness, i.e. loss of consciousness.\"" [wikipedia:http\://en.wikipedia.org/wiki/Complex_partial_seizures]"
INFO	lowercase_definition	temporal lobe epilepsy	IAO:0000115	"\""A type of focal epilepsy characterized by recurrent seizures.\"" [NBO:http\://en.wikipedia.org/wiki/Temporal_lobe_epilepsy]"
INFO	lowercase_definition	absence seizures	IAO:0000115	"\""An absence seizure is a brief (usually less that 20 seconds), generalized epileptic seizure of sudden onset and termination.\"" [wikipedia:http\://en.wikipedia.org/wiki/Absence_seizure]"
INFO	lowercase_definition	atonic seizure	IAO:0000115	"\""A type of generalized seizure that consist of a brief lapse in muscle tone that are caused by temporary alterations in brain function.\"" [wikipedia:http\://en.wikipedia.org/wiki/Atonic_seizure]"
INFO	lowercase_definition	febrile seizure	IAO:0000115	"\""A type of seizure associated with a significant rise in body temperature.\"" [wikpedia:http\://en.wikipedia.org/wiki/Febrile_seizure]"
INFO	lowercase_definition	simple febrile seizure	IAO:0000115	"\""A febrile seizure that lasts less than 15 minutes , does not recur in 24 hours, and involves the entire body.\"" [wikipedia:http\://en.wikipedia.org/wiki/Febrile_seizure]"
INFO	lowercase_definition	complex febrile seizure	IAO:0000115	"\""A febrile seizure characterized by longer duration, recurrence, or focus on only part of the body.\"" [wikipedia:http\://en.wikipedia.org/wiki/Febrile_seizure]"
INFO	lowercase_definition	benign rolandic epilepsy	IAO:0000115	"\""Benign rolandic epilepsy is characterized by either simple partial seizures involving the mouth and face or generalized tonic-clonic seizures.\"" [wikipedia:http\://en.wikipedia.org/wiki/Rolandic_epilepsy]"
INFO	lowercase_definition	medial temporal lobe epilepsy	IAO:0000115	"\""A temporal lobe epilepsy arises in the hippocampus, parahippocampal gyrus and amygdala which are located in the inner aspect of the temporal lobe.\"" [wikipedia:http\://en.wikipedia.org/wiki/Temporal_lobe_epilepsy]"
INFO	lowercase_definition	lateral temporal lobe epilepsy	IAO:0000115	"\""A temporal lobe epilepsy arises in the neocortex on the outer surface of the temporal lobe of the brain.\"" [wikipedia:http\://en.wikipedia.org/wiki/Temporal_lobe_epilepsy]"
INFO	lowercase_definition	provoked seizure	IAO:0000115	"\""Paroxysmal events that mimic an epileptic seizure but do not involve abnormal, rhythmic discharges of cortical neurons.\"" [wikipedia:http\://en.wikipedia.org/wiki/Non-epileptic_seizure]"
INFO	lowercase_definition	psychogenic non-epileptic seizure	IAO:0000115	"\""A type of seizure of psychological origin that superficially resembles an epileptic seizure, but without the characteristic electrical discharges associated with epilepsy.\"" [wikipedia:http\://en.wikipedia.org/wiki/Psychogenic_non-epileptic_seizures]"
INFO	lowercase_definition	progressive myoclonic epilepsy	IAO:0000115	"\""A myoclonic epilepsy characterised by a combination of myoclonic and tonic-clonic seizures.\"" [wikipedia:http\://en.wikipedia.org/wiki/Progressive_myoclonic_epilepsy]"
INFO	lowercase_definition	status epilepticus	IAO:0000115	"\""Continuous unremitting seizure lasting longer than 30 minutes or recurrent seizures without regaining consciousness between seizures for greater than 30 minutes.\"" [wikipedia:http\://en.wikipedia.org/wiki/Status_epilepticus]"
INFO	lowercase_definition	complex partial status epilepticus	IAO:0000115	"\""A convulsive status epilepticus characterized by seizures involving long-lasting stupor, staring and unresponsiveness.\"" [wikipedia:http\://en.wikipedia.org/wiki/Complex_partial_status_epilepticus]"
INFO	lowercase_definition	subtle status epilepticus	IAO:0000115	"\""Subtle  status epilepticus consists of electrical seizure activity in the brain that endures when the associated motor responses are fragmentary or even absent.\"" [web:http\://emedicine.medscape.com/article/1164462-overview]"
INFO	lowercase_definition	simple partial status epilepticus	IAO:0000115	"\""Simple partial SE consists of seizures that are localized to a discrete area of cerebral cortex and produce no alteration in consciousness.\"" [web:http\://emedicine.medscape.com/article/1164462-overview]"
INFO	lowercase_definition	frontal lobe epilepsy	IAO:0000115	"\""A type of epilepsy characterized by brief, recurring seizures that arise in the frontal lobes of the brain, often while the patient is sleeping.\"" [wikipedia:http\://en.wikipedia.org/wiki/Frontal_lobe_epilepsy]"
INFO	lowercase_definition	photosensitive seizure	IAO:0000115	"\""A type of reflex seizure caused by visual stimuli that form patterns in time or space, such as flashing lights, bold, regular patterns, or regular moving patterns.\"" [wikipedia:http\://en.wikipedia.org/wiki/Photosensitive_epilepsy]"
INFO	lowercase_definition	dacrystic epilepsy	IAO:0000115	"\""A type of epilepsy that is characterised a sudden paroxysmal crying.\"" [NBO:<new dbxref>, NBO:GVG]"
INFO	lowercase_definition	regulation of behavior	IAO:0000115	"\""Any process that modulates the frequency, rate or extent of behavior, the specific actions or reactions of an organism in response to external or internal stimuli.\"" [GO:0050795]"
INFO	missing_superclass	behavioral phenotype	rdfs:subClassOf	
